,index,Speed,Location,County,State,Lat,Lon,Comments,datetime
4877,65,UNK,Castle Shannon,Allegheny,PA,40.37,-80.02,Tree down on garage. (PBZ),2023-06-26 19:55:00
4878,66,UNK,3 NNW Greenville,Augusta,VA,38.04,-79.17,Multiple trees and lines down in the area of Howardsville Rd and Berry Moore Rd. (LWX),2023-06-26 20:00:00
4879,67,UNK,1 NW Randolph,Morris,NJ,40.86,-74.59,Downed tree on NJ 10 eastbound In the vicinity of CR 656 (Randolph Twp) 1 Right lane of 3 lanes closed. Time estimated via radar. (PHI),2023-06-26 20:02:00
4880,68,UNK,2 E Valley-Hi,Fulton,PA,40.02,-78.16,Multiple Trees and Powerlines down. (CTP),2023-06-26 20:04:00
4881,69,UNK,2 ENE Montevideo,Rockingham,VA,38.37,-78.73,Lines and trees reported down in McGaheysville. (LWX),2023-06-26 20:07:00
4882,70,UNK,Roseau,Roseau,MN,48.85,-95.76,Corrects previous tstm wnd dmg report from Roseau. Public reports a bent foul pole and fencing being pushed down at the Roseau Gilbertson Baseball Field. Additionally.. (FGF),2023-06-26 20:09:00
4883,71,UNK,2 N Rocky Bar,Rockingham,VA,38.37,-78.7,Two trees fell down near the 1800 block of Dave Berry Rd... including one tree falling on a house. (LWX),2023-06-26 20:18:00
4884,72,UNK,Randolph,Morris,NJ,40.85,-74.57,Trained spotter reports trees downed and nickel sized hail. Time estimated via radar. (PHI),2023-06-26 20:22:00
4885,73,UNK,Elkton,Rockingham,VA,38.41,-78.62,Lines were reported down on the road in Elkton. (LWX),2023-06-26 20:24:00
4886,74,UNK,4 SW Hermitage,Augusta,VA,38.1,-78.96,Tree down near Kiddsville Rd and Long Meadow Rd. (LWX),2023-06-26 20:30:00
4887,75,UNK,1 W Campbelltown,Dauphin,PA,40.28,-76.6,Large activity tent blown over. (CTP),2023-06-26 20:32:00
4888,76,UNK,Roseau,Roseau,MN,48.85,-95.76,Public reports a bent foul pole and fencing being pushed down at the Roseau Gilbertson Baseball Field. Additionally... a foot in diameter tree snapped in town and pulle (FGF),2023-06-26 20:33:00
4889,77,UNK,1 WNW New Ipswich,Hillsborough,NH,42.76,-71.87,Reported by Weather Spotter. TREES DOWN ON NH HWY 123 in New Ipswich. Time estimated by radar. (GYX),2023-06-26 20:52:00
4890,78,UNK,1 S Lovingston,Nelson,VA,37.75,-78.88,A tree was reported down near Front St on US-29 in Lovingston. (LWX),2023-06-26 20:54:00
4891,79,UNK,2 NNE Washington,Litchfield,CT,41.65,-73.3,Multiple trees down on Sabbaday Lane in the Town of Washington (ALY),2023-06-26 21:01:00
4892,80,UNK,2 NW Moravian Falls,Wilkes,NC,36.12,-81.2,tree down. (RNK),2023-06-26 21:05:00
4893,81,UNK,Warren,Litchfield,CT,41.74,-73.34,Tree down on Lake Road at Town Hill Road in the Town of Warren (ALY),2023-06-26 21:07:00
4894,82,UNK,1 WSW Lebanon,Lebanon,PA,40.34,-76.44,Observed trees down across the road. (CTP),2023-06-26 21:15:00
4895,83,UNK,2 WNW New Vernon,Morris,NJ,40.75,-74.53,There is a Downed tree on I-287 southbound North of Exit 30 - North Maple Ave in Harding Twp. 2 Left lanes closed. Time estimated via radar. (PHI),2023-06-26 21:19:00
4896,84,UNK,3 WSW Windy Gap,Wilkes,NC,36.1,-81.04,tree down. (RNK),2023-06-26 21:21:00
4897,85,UNK,4 SSE Elma,Nelson,VA,37.7,-78.78,Several trees down between Wingina... VA and Shipman... VA. (LWX),2023-06-26 21:26:00
4898,86,UNK,1 E Lake Monticello,Fluvanna,VA,37.92,-78.32,Report from mPING: 1-inch tree limbs broken; Shingles blown off. (AKQ),2023-06-26 21:35:00
4899,87,UNK,1 ENE Lake Monticello,Fluvanna,VA,37.93,-78.32,Tree Down on Lake Monticello Road. (AKQ),2023-06-26 21:35:00
4900,88,UNK,2 SSE Fredericksburg,Lebanon,PA,40.43,-76.42,Observed damage to outbuilding of a farm. (CTP),2023-06-26 21:36:00
4901,89,UNK,2 NW Shady Grove,Morgan,WV,39.66,-78.17,Morgan County 911 Center reports tree down on 2300 block of Pious Ridge Road. Time estimated from radar. (LWX),2023-06-26 21:42:00
4902,90,UNK,2 N Shady Grove,Morgan,WV,39.67,-78.15,Morgan County 911 Center reports tree down on 1600 block of Culp Road. Time estimated from radar. (LWX),2023-06-26 21:42:00
4903,91,UNK,2 SSW Eidenau,Butler,PA,40.77,-80.11,Tree down. (PBZ),2023-06-26 21:45:00
4904,92,UNK,1 WNW Zion Crossroads,Fluvanna,VA,37.98,-78.24,Trees and power lines down across the area. Some roads blocked and numerous power outages reported. (AKQ),2023-06-26 21:47:00
4905,93,UNK,6 NNE Centenary,Buckingham,VA,37.79,-78.49,Trees downed by thunderstorm winds in Scottsville area. (RNK),2023-06-26 21:50:00
4906,94,UNK,Geneva,Ontario,NY,42.87,-76.98,Multiple reports of trees down in Geneva. (BUF),2023-06-26 21:50:00
4907,95,UNK,1 NNE Heathers Run,Preston,WV,39.45,-79.68,Tree down near intersection of Shower Bath Road and River Road. (PBZ),2023-06-26 21:54:00
4908,96,UNK,Kingwood,Preston,WV,39.47,-79.69,Tree down on Julie Street in Kingwood. (PBZ),2023-06-26 21:54:00
4909,97,UNK,2 SSE Zelienople,Butler,PA,40.76,-80.13,Pine tree snapped on Lutz Road. Damage to outbuilding. (PBZ),2023-06-26 21:54:00
4910,98,UNK,3 E Bellona Stn,Yates,NY,42.75,-76.97,Two trees and wires down across Oak Tree Dr near Rt 14 in Benton. (BGM),2023-06-26 21:54:00
4911,99,UNK,2 SSW Eidenau,Butler,PA,40.77,-80.11,Tree on wires on Lindsay Road... wires sparking. (PBZ),2023-06-26 21:56:00
4912,100,UNK,4 NNE Love Valley,Iredell,NC,36.04,-80.95,Numerous trees and power lines down in the Union Grove area. The following is a list of roads in far northern Iredell County with downed trees and power lines. Intersec (GSP),2023-06-26 21:57:00
4913,101,UNK,1 ENE Winchester Center,Litchfield,CT,41.91,-73.11,Trees and wires down within the areas of Winchester Center and Highland Lake (ALY),2023-06-26 21:57:00
4914,102,UNK,1 ENE Kingwood,Preston,WV,39.48,-79.67,Tree down in the town of Kingwood. (PBZ),2023-06-26 21:58:00
4915,103,UNK,3 WSW Mac Dougall,Seneca,NY,42.78,-76.93,Tree and wires down on vehicle with entrapment along East Lake Road. Radar time estimate. Via county dispatch feed. (BGM),2023-06-26 22:00:00
4916,104,UNK,2 W Mac Dougall,Seneca,NY,42.8,-76.9,Several reports of trees and wires down west of Romulous near the eastern shore of Seneca Lake along East Lake Road and Route 96A. Radar time estimate. Via county dispa (BGM),2023-06-26 22:00:00
4917,105,UNK,Tybrook,New Castle,DE,39.75,-75.63,Report of trees downed near Faulkland Road. Time estimated via radar. (PHI),2023-06-26 22:02:00
4918,106,UNK,3 N Harmony,Iredell,NC,36.0,-80.77,Trees and power lines downed in Harmony. (GSP),2023-06-26 22:05:00
4919,107,UNK,2 SSE Cayuga,Cayuga,NY,42.89,-76.71,Multiple reports of trees and wires down. Time estimated from radar. (BGM),2023-06-26 22:06:00
4920,108,UNK,Hockessin,New Castle,DE,39.79,-75.69,Reports of multiple trees downed in the Hockessin. DE. Time estimated via radar. (PHI),2023-06-26 22:08:00
4921,109,UNK,Kents Store,Fluvanna,VA,37.88,-78.13,Numerous trees down around Kents Store. (AKQ),2023-06-26 22:14:00
4922,110,UNK,2 W Union Grove,Iredell,NC,36.02,-80.9,Around 20 oak/pine trees down on roads. (GSP),2023-06-26 22:15:00
4923,111,UNK,New Canton,Buckingham,VA,37.71,-78.3,Trees downed by thunderstorm winds in New Canton area. (RNK),2023-06-26 22:15:00
4924,112,UNK,2 NW Fosterville,Cayuga,NY,42.97,-76.69,Multiple reports of trees and wires down. Time estimated from radar. (BGM),2023-06-26 22:15:00
4925,113,UNK,Ridley Park,Delaware,PA,39.88,-75.33,Pictures sent in with multiple large trees and wires down in Ridley Park... PA. Time estimated via radar. (PHI),2023-06-26 22:19:00
4926,114,UNK,4 N Harmony,Iredell,NC,36.02,-80.78,Structural damage... roof. (GSP),2023-06-26 22:20:00
4927,115,UNK,1 SSE Pikesville,Baltimore,MD,39.37,-76.69,Tree fell on apartment building and damaged roof on the 6000 block of Sanzo Road. (LWX),2023-06-26 22:20:00
4928,116,UNK,1 NNE Frenchtown,Hunterdon,NJ,40.54,-75.05,Numerous trees and power lines down. Damage to several houses and barns. (PHI),2023-06-26 22:24:00
4929,117,UNK,Big Flats,Chemung,NY,42.14,-76.93,Trees and wires down. Time estimated from radar. (BGM),2023-06-26 22:24:00
4930,118,UNK,3 NE Sheffield,Davie,NC,35.99,-80.64,Multiple trees down across Liberty Church Rd. (GSP),2023-06-26 22:25:00
4931,119,UNK,4 ESE Rustburg,Campbell,VA,37.26,-79.03,Large tree down across Bear Creek Road. (RNK),2023-06-26 22:29:00
4932,120,UNK,2 NW Gum Spring,Goochland,VA,37.8,-77.93,Trees down blocking Broad St (Route 250). (AKQ),2023-06-26 22:30:00
4933,121,UNK,4 NNW Spring Mills,Campbell,VA,37.28,-78.96,At least a half-a-dozen trees down in the immediate area. Two trees down across a road. Two trees down in the local cemetery. Several trees down in neighboring wooded a (RNK),2023-06-26 22:35:00
4934,122,UNK,Big Flats,Chemung,NY,42.14,-76.93,Corrects previous tstm wnd dmg report from Big Flats to align with timing of gust at KELM as the storm was not over the area yet at 1824 pm. Trees and wires down. Time (BGM),2023-06-26 22:38:00
4935,123,UNK,2 SSW Concord,Campbell,VA,37.32,-78.99,Tree down on downed power lines. time estimated from radar. (RNK),2023-06-26 22:39:00
4936,124,UNK,2 WNW Locust Creek,Louisa,VA,37.87,-77.82,Trees down across much of Louisa County. Numerous roads blocked. (AKQ),2023-06-26 22:40:00
4937,125,UNK,1 WSW Weavertown,Washington,PA,40.26,-80.18,Tree down on Orchard Ave. (PBZ),2023-06-26 22:41:00
4938,126,UNK,2 NW Towson,Baltimore,MD,39.41,-76.64,Tree reported down on car near the intersection of Joppa Road and Bellona Ave. (LWX),2023-06-26 22:42:00
4939,127,UNK,3 SSW Concord,Campbell,VA,37.3,-79.0,power line down. Time estimated from radar. (RNK),2023-06-26 22:45:00
4940,128,UNK,1 SSE Donaldsons Crossr,Washington,PA,40.26,-80.12,Tree down on Robinhood Lane. (PBZ),2023-06-26 22:47:00
4941,129,UNK,1 ENE Towson,Baltimore,MD,39.4,-76.6,About 2 dozen reports of downed trees and powerlines throughout Towson. (LWX),2023-06-26 22:48:00
4942,130,UNK,Thompsonville,Washington,PA,40.29,-80.12,Tree down on Maple Lane (PBZ),2023-06-26 22:49:00
4943,131,UNK,Fleming,Cayuga,NY,42.87,-76.55,Multiple reports of trees and wires down. Time estimated from radar. (BGM),2023-06-26 22:50:00
4944,132,UNK,Claymont,New Castle,DE,39.8,-75.46,Reports of multiple trees downed in Claymont... DE. Time estimated via radar. (PHI),2023-06-26 22:52:00
4945,133,UNK,3 NE Mabelton,Hanover,VA,37.87,-77.69,Trees down across Beaver Dam. (AKQ),2023-06-26 22:53:00
4946,134,UNK,1 ENE Kingwood,Preston,WV,39.48,-79.67,Tree down in the town of Kingwood. (PBZ),2023-06-26 23:01:00
4947,135,UNK,1 NNE Mont Alto,Franklin,PA,39.85,-77.55,Correction of time for previous tstm wnd dmg report from 1 NNE Mont Alto. Lines down due to wind damage. (CTP),2023-06-26 23:03:00
4948,136,UNK,Granville,Hampden,MA,42.07,-72.87,Tree down on wires on North Lane. (BOX),2023-06-26 23:03:00
4949,137,UNK,2 WSW Gum Tree,Hanover,VA,37.81,-77.51,Report from mPING: 3-inch tree limbs broken; Power poles broken. (AKQ),2023-06-26 23:07:00
4950,138,UNK,1 NW Carroll Valley,Adams,PA,39.76,-77.4,Trees and powerlines down. (CTP),2023-06-26 23:09:00
4951,139,UNK,2 E Spout Spring,Appomattox,VA,37.34,-78.88,Tree across road. (RNK),2023-06-26 23:10:00
4952,140,UNK,2 WSW Gum Tree,Hanover,VA,37.81,-77.51,Corrects previous tstm wnd dmg report from 2 WSW Gum Tree. Report from mPING: Trees uprooted or snapped; Roof blown off. (AKQ),2023-06-26 23:11:00
4953,141,UNK,2 SE Fairfield,Adams,PA,39.77,-77.33,Trees and power lines down on Liberty Hall Road. (CTP),2023-06-26 23:11:00
4954,142,UNK,5 S Norrisville,Harford,MD,39.64,-76.55,Tree down near the intersection of Route 23 & Route 439. (LWX),2023-06-26 23:13:00
4955,143,UNK,2 E Bentley Creek,Bradford,PA,41.95,-76.65,Multiple reports of trees and wires down in Ridgebury Township. Time estimated from radar. (BGM),2023-06-26 23:13:00
4956,144,UNK,Newfield,Tompkins,NY,42.37,-76.58,Multiple trees down. Time estimated from radar. (BGM),2023-06-26 23:13:00
4957,145,UNK,2 WNW Gum Tree,Hanover,VA,37.83,-77.51,Trees down along New Found Rd. (AKQ),2023-06-26 23:15:00
4958,146,UNK,Russell,Hampden,MA,42.18,-72.85,Tree down on Blanford Road blocking road. (BOX),2023-06-26 23:15:00
4959,147,UNK,2 W Spofford,Cheshire,NH,42.91,-72.46,Amateur Radio reported trees down on wires. Time estimated by radar. (GYX),2023-06-26 23:15:00
4960,148,UNK,2 N Chesterfield,Cheshire,NH,42.91,-72.47,Trees down on Maple Lane near Camp Spofford. Time estimated by radar. (GYX),2023-06-26 23:15:00
4961,149,UNK,4 WNW Lexington,Rockbridge,VA,37.81,-79.51,Tree Down along Jacktown Road. (RNK),2023-06-26 23:17:00
4962,150,UNK,Oliver,Hanover,VA,37.86,-77.53,Trees down along New Market Rd. All lanes closed. (AKQ),2023-06-26 23:18:00
4963,151,UNK,1 WSW Spofford,Cheshire,NH,42.9,-72.44,Dispatch reported multiple trees down on buildings. Time estimated by radar. (GYX),2023-06-26 23:18:00
4964,152,UNK,2 SW Elam,Prince Edward,VA,37.27,-78.65,Trees and Powerlines Down along 460 and Five Forks Road. Time estimated by radar. (AKQ),2023-06-26 23:20:00
4965,153,UNK,2 SW Oilville,Goochland,VA,37.68,-77.82,Trees down along Allentown Rd... Cox Towne Rd... Granite Trace Lane... Soldiers Lane... and Triple East Lane. (AKQ),2023-06-26 23:20:00
4966,154,UNK,4 NW Lexington,Rockbridge,VA,37.82,-79.49,Tree Down near junction of Edgars Way and West Midland Trail. (RNK),2023-06-26 23:22:00
4967,155,UNK,Athens,Bradford,PA,41.95,-76.52,Multiple reports of trees and wires down. Time estimated from radar. (BGM),2023-06-26 23:27:00
4968,156,UNK,4 SSW Evergreen,Appomattox,VA,37.26,-78.82,Tree down on Road. (RNK),2023-06-26 23:29:00
4969,157,UNK,1 SW New Oxford,Adams,PA,39.85,-77.07,Numerous trees down on power lines on Kohler Mill Road. (CTP),2023-06-26 23:30:00
4970,158,UNK,4 S Newfield Hamlet,Tompkins,NY,42.3,-76.61,Tree down in the road. Radar time estimate. Via county dispatch. (BGM),2023-06-26 23:30:00
4971,159,UNK,2 ESE Othma,Goochland,VA,37.76,-77.95,Trees down along Beech Tree Dr... Killarney Rd. Old Frederick Rd... Quarter Mill Lane... Trice Lane... Whitney Dr... and Route 629. (AKQ),2023-06-26 23:35:00
4972,160,UNK,1 E Hadensville,Goochland,VA,37.83,-77.97,Trees down along Beech Tree Dr... Killarney Rd. Old Frederick Rd... Quarter Mill Lane... Trice Lane... Whitney Dr... and Route 629. (AKQ),2023-06-26 23:35:00
4973,161,UNK,Ithaca,Tompkins,NY,42.44,-76.5,Multiple trees down. Time estimated from radar. (BGM),2023-06-26 23:38:00
4974,162,UNK,2 NW Gum Spring,Goochland,VA,37.79,-77.92,Trees down along Route 700 and in the surrounding area. (AKQ),2023-06-26 23:40:00
4975,163,UNK,3 SW Fairfield,Rockbridge,VA,37.85,-79.34,Trees Down between Timber Ridge Road and Mackeys Lane. (RNK),2023-06-26 23:40:00
4976,164,UNK,2 SW Oilville,Goochland,VA,37.68,-77.81,Trees down along Shepherds Town Rd. (AKQ),2023-06-26 23:45:00
4977,165,UNK,Manquin,King William,VA,37.7,-77.16,Tree downed along Richmond Tappahannock Parkway... US-360. Time Radar Estimated. (AKQ),2023-06-26 23:50:00
4978,166,UNK,4 NNW Advance,Davie,NC,35.99,-80.43,Multiple power outages across the Bermuda Run area caused by trees falling onto power lines/utility equipment. (GSP),2023-06-26 23:52:00
4979,167,UNK,1 N Yadkinville,Yadkin,NC,36.14,-80.66,Tree downed by thunderstorm winds on Highway 601 at Tennessee Street... causing road closure. (RNK),2023-06-26 23:54:00
4980,168,UNK,1 ESE Yadkinville,Yadkin,NC,36.13,-80.65,Trees blown down on Cross Creek Drive in Yadkinville. Time based on radar. (RNK),2023-06-26 23:56:00
4981,169,UNK,Etna,Tompkins,NY,42.48,-76.38,Multiple trees down. Time estimated from radar. (BGM),2023-06-27 00:04:00
4982,170,UNK,3 W Harris,Rutherford,NC,35.24,-81.92,A few trees blown down. Also had some pea to marble sized hail which striped leaves from area crops. (GSP),2023-06-27 00:05:00
4983,171,UNK,3 ESE Lucia,Gaston,NC,35.36,-80.96,Social media picture of a tree snapped at Mountain Island Lake. (GSP),2023-06-27 00:07:00
4984,172,UNK,2 WSW Gum Tree,Hanover,VA,37.81,-77.51,Report from mPING: Trees uprooted or snapped; Roof blown off. (AKQ),2023-06-27 00:11:00
4985,173,UNK,Dryden,Tompkins,NY,42.49,-76.3,Multiple trees down. Time estimated from radar. (BGM),2023-06-27 00:12:00
4986,174,UNK,Berkshire,Tioga,NY,42.3,-76.19,Town Of Berkshire Highway Dept had to remove trees from across Akins Road and also across Ford Hill Road. (BGM),2023-06-27 00:17:00
4987,175,UNK,2 W Elmont,Hanover,VA,37.71,-77.52,Tree down near the intersection of Winns Church Road and Greenwood Road. Time estimated from radar data. (AKQ),2023-06-27 00:20:00
4988,176,UNK,3 ESE Kannapolis,Cabarrus,NC,35.47,-80.58,Outage of more than 800 customers attributed to fallen trees or limbs damaging equipment. (GSP),2023-06-27 00:30:00
4989,177,UNK,Salisbury,Rowan,NC,35.67,-80.48,On the 400 Block of Main Street...A maple tree fell against a 2 story house. On the 700 Block of Craige Street...A large oak tree fell on a single story house. Another (GSP),2023-06-27 00:30:00
4990,178,UNK,2 WNW Thomasville,Davidson,NC,35.9,-80.11,Spotter reported a tree down blocking Jacobs St. in Thomasville. Spotter also reports numerous other trees and large branches down throughout Thomasville. (RAH),2023-06-27 00:30:00
4991,179,UNK,1 NNE Mont Alto,Franklin,PA,39.85,-77.55,Lines down due to wind damage. (CTP),2023-06-27 00:32:00
4992,180,UNK,3 SW Thomasville,Davidson,NC,35.86,-80.11,A tree was reported down near the intersection of Hillcrest Dr and Boggs Rd. (RAH),2023-06-27 00:33:00
4993,181,UNK,3 SW Thomasville,Davidson,NC,35.86,-80.13,A tree was reported down near the intersection of Upper Lake Rd and Ja Tysinger Rd. (RAH),2023-06-27 00:33:00
4994,182,UNK,4 WNW Huntersville,Mecklenburg,NC,35.43,-80.91,Along Hwy 73 near Blythe Landing a utility pole snapped... and another fell across a power line. (GSP),2023-06-27 00:35:00
4995,183,UNK,3 SSW Thomasville,Davidson,NC,35.84,-80.09,A tree was reported down across the roadway near E. Holly Grove Rd and Fisher Ferry Rd in Thomasville. Time estimated by radar. (RAH),2023-06-27 00:36:00
4996,184,UNK,3 SW Thomasville,Davidson,NC,35.86,-80.11,A tree was reported down near the intersection of Lake Rd and Boggs road in Thomasville. (RAH),2023-06-27 00:36:00
4997,185,UNK,2 SSW Thomasville,Davidson,NC,35.86,-80.1,A tree was reported down near the intersection of W Holly Hill Rd and Kendall Mill Rd. (RAH),2023-06-27 00:36:00
4998,186,UNK,2 SSW Thomasville,Davidson,NC,35.85,-80.09,A tree fell on residential property near I-85 and Fisher Ferry Rd. (RAH),2023-06-27 00:38:00
4999,187,UNK,4 NNW Elizabethtown,Dauphin,PA,40.21,-76.64,Reports of a tree that is down across Deodate Road. (CTP),2023-06-27 00:38:00
5000,188,UNK,1 SW Spencer,Rowan,NC,35.68,-80.45,Tree down on house with reports of numerous other trees also down in Salisbury... North Carolina. (GSP),2023-06-27 00:40:00
5001,189,UNK,1 E Trinity,Randolph,NC,35.89,-80.0,Trees and limbs down (Report from mPING). (RAH),2023-06-27 00:41:00
5002,190,UNK,3 SSW Cornelius,Mecklenburg,NC,35.44,-80.88,Power pole snapped at Sam Furr Road and Brikdale Commons. (GSP),2023-06-27 00:42:00
5003,191,UNK,1 NNE Steele,Morgan,KY,37.99,-83.17,A tree was blown down about 2.5 miles up KY 650. (JKL),2023-06-27 00:42:00
5004,192,UNK,Lucia,Gaston,NC,35.38,-81.01,A few trees were blown down and numerous large limbs down. (GSP),2023-06-27 00:48:00
5005,193,UNK,1 W Gum Tree,Chester,PA,39.92,-75.89,Trees and Wires down on E Friendship Church Road... PA. Time estimated via radar. (PHI),2023-06-27 00:50:00
5006,194,UNK,1 WSW Middleburg,Snyder,PA,40.78,-77.06,Multiple tree limbs down along Iron Bridge Road. (CTP),2023-06-27 00:50:00
5007,195,UNK,1 SSW East Fallowfield,Chester,PA,39.94,-75.83,Trees down blocking road on Doe Run Road. Time estimated via radar. (PHI),2023-06-27 00:51:00
5008,196,UNK,Newtown Twp,Bucks,PA,40.26,-74.97,Reports of downed wires on Route 417. Time estimated via radar. (PHI),2023-06-27 00:54:00
5009,197,63,Gun Barrel,Laramie,WY,41.44,-104.34,WYDOT sensor reports wind gust of 63 MPH in Gun Barrel... WY. (CYS),2023-06-27 00:54:00
5010,198,UNK,White Oak,Morgan,KY,37.85,-83.2,A tree was reported to have been blown down onto US 460 approximately 7.5 miles east of the West Liberty city limits. (JKL),2023-06-27 00:55:00
5011,199,UNK,2 W Swanzey,Cheshire,NH,42.87,-72.33,Reported by Weather Spotter. Trees down on West Swansey on Main Street and Pine Street. Time estimated by radar. (GYX),2023-06-27 00:55:00
5012,200,UNK,Pompey,Onondaga,NY,42.9,-76.02,Multiple trees down. Time estimated from radar. (BGM),2023-06-27 00:59:00
5013,201,UNK,1 SSE Newtown,Bucks,PA,40.21,-74.93,Reports of trees down blocking roadway in the Langhore/Middletown area. Time estimated via radar. (PHI),2023-06-27 01:00:00
5014,202,UNK,West Bradford Twp,Chester,PA,39.98,-75.73,Tree Down Blocking Roadway near Kerwood Lane. Time estimated via radar. (PHI),2023-06-27 01:02:00
5015,203,UNK,Abingdon,Harford,MD,39.47,-76.29,A tree was reported down near Abingdon Rd and Federal Ln. (LWX),2023-06-27 01:04:00
5016,204,UNK,Albany,Fayette,PA,40.04,-79.87,Trees and powerlines down. (PBZ),2023-06-27 01:05:00
5017,205,UNK,1 ESE Carthage,Moore,NC,35.34,-79.4,Trees down in Carthage. Time estimated by radar. (RAH),2023-06-27 01:07:00
5018,206,UNK,4 WSW Huntersville,Mecklenburg,NC,35.39,-80.92,Trees and power lines down across McIlwaine Road. (GSP),2023-06-27 01:07:00
5019,207,UNK,2 SW East Brandywine Tw,Chester,PA,40.01,-75.79,Tree down blocking roadway on Reeceville Road and Hurley Road. Time estimated via radar. (PHI),2023-06-27 01:07:00
5020,208,UNK,2 SW Bon Air,Chesterfield,VA,37.49,-77.6,Numerous trees and power lines down over western Chesterfield just north of Powhite Parkway. (AKQ),2023-06-27 01:08:00
5021,209,UNK,1 SW Spencer,Rowan,NC,35.68,-80.45,Several power outages across Salisbury and Spencer caused by trees falling across power lines/utility equipment. (GSP),2023-06-27 01:09:00
5022,210,UNK,6 NNW Gaffney,Cherokee,SC,35.14,-81.71,Numerous trees down and a report of dime sized hail. (GSP),2023-06-27 01:12:00
5023,211,UNK,3 SE Asheboro,Randolph,NC,35.69,-79.77,Two trees down at NC Highway 42 and Graceland Dr. (RAH),2023-06-27 01:21:00
5024,212,UNK,Chase City,Mecklenburg,VA,36.8,-78.46,Numerous Trees downed around Chase City. (AKQ),2023-06-27 01:29:00
5025,213,UNK,2 S Tunstall,New Kent,VA,37.58,-77.13,Several trees down reported across northwestern New Kent. (AKQ),2023-06-27 01:31:00
5026,214,UNK,2 WNW Ferndale,Northumberland,PA,40.79,-76.62,911 Center reports trees and powerlines down between Trevorton and Shamokin PA. (CTP),2023-06-27 01:38:00
5027,215,UNK,2 NE Fair Oaks,Henrico,VA,37.54,-77.29,Several trees down just northeast of Sandston. (AKQ),2023-06-27 01:44:00
5028,216,UNK,Siler City,Chatham,NC,35.72,-79.46,Tree down on power lines at S 7th Ave in Siler City. (RAH),2023-06-27 01:48:00
5029,217,UNK,2 S Anderson Creek,Harnett,NC,35.25,-78.93,A tree fell down on a property near the intersection of NC Highway 210S and Bethel Baptist Rd in Harnett County... nearly hitting an SUV in the driveway. Time estimated (RAH),2023-06-27 01:52:00
5030,218,UNK,Elsmere,New Castle,DE,39.74,-75.6,Tree down into house in Elsmere... DE. Time estimated via radar. (PHI),2023-06-27 01:55:00
5031,219,UNK,3 N Highland Springs,Hanover,VA,37.59,-77.32,Trees down along Creighton Rd. (AKQ),2023-06-27 01:58:00
5032,220,UNK,2 WSW Gun Barrel,Laramie,WY,41.43,-104.38,2 Center Pivorts Overturned. (CYS),2023-06-27 01:58:00
5033,221,UNK,1 WSW Gladstone,Somerset,NJ,40.72,-74.68,Reports of trees downed near Pottersville Road and Route 206. Time estimated via radar. (PHI),2023-06-27 02:00:00
5034,222,UNK,2 SE Gun Barrel,Laramie,WY,41.42,-104.32,Flipped Pivot with 90 mph winds. (CYS),2023-06-27 02:00:00
5035,223,UNK,2 NNE Harrisburg,Cabarrus,NC,35.35,-80.65,Social media report of a tree down across Pitts School Road. (GSP),2023-06-27 02:04:00
5036,224,UNK,2 ENE Brookside,New Castle,DE,39.68,-75.7,Numerous trees and wires downed in the vicinity of Route 273 and Route 4. Time estimated via radar. (PHI),2023-06-27 02:11:00
5037,225,UNK,South Coatesville,Chester,PA,39.97,-75.81,Report of large tree downed blocking a roadway. Time estimated via radar. (PHI),2023-06-27 02:11:00
5038,226,UNK,3 E Bynum,Chatham,NC,35.76,-79.1,Tree down on power lines at Moon Meadow Ln. (RAH),2023-06-27 02:15:00
5039,227,UNK,2 E Columbia,Richland,SC,34.0,-81.01,Emergency Services Division reports tree on powerline near Cypress St and Queen St in Old Shandon. (CAE),2023-06-27 02:17:00
5040,228,UNK,Cameron,Moore,NC,35.33,-79.26,A tree fell on a home in the town of Cameron. Courtesy WRAL. (RAH),2023-06-27 02:25:00
5041,229,UNK,Morton,Delaware,PA,39.91,-75.32,Trees and power lines down. Time estimated by radar. (PHI),2023-06-27 02:25:00
5042,230,72,1 WNW East Whiteland Tw,Chester,PA,40.06,-75.57,7 uprooted trees... power lines down... roof damage to multiple houses. Time estimated by radar. (PHI),2023-06-27 02:28:00
5043,231,UNK,1 SSE Exton,Chester,PA,40.02,-75.63,Report of wires downed along the Amtrak line. Time estimated via radar. (PHI),2023-06-27 02:29:00
5044,232,UNK,2 SW Chapin,Lexington,SC,34.14,-81.37,Facebook post shows tree down on deck on Westward Point at the mouth of Bear Creek. Time estimated by radar. (CAE),2023-06-27 02:30:00
5045,233,UNK,Willistown Twp,Chester,PA,39.96,-75.5,Wires and trees down in the Willistown Township area. Time estimated via radar. (PHI),2023-06-27 02:30:00
5046,234,UNK,1 SE Seminole,Harnett,NC,35.45,-78.99,Tree down on residence on W Peterson in Dunn. (RAH),2023-06-27 02:31:00
5047,235,UNK,4 E Dreher Island SP,Lexington,SC,34.09,-81.33,Social media report with images of multiple large trees uprooted along Wessinger Rd in Chapin. Time estimated by radar. (CAE),2023-06-27 02:35:00
5048,236,UNK,3 NNE Raleigh,Wake,NC,35.87,-78.64,Trees down on power lines. (RAH),2023-06-27 02:35:00
5049,237,UNK,2 SW Cary,Wake,NC,35.76,-78.82,A tree landed on the roof of a house in Cary... causing the roof to collapse. No one was injured. Courtesy WRAL. (RAH),2023-06-27 02:37:00
